Область,Регион,Город,Гор.район,Квартал,Улица,Дом
Самарская обл.,Ставропольский р-н,ПСК Ягодное,,,Ул.Рябиновая,8 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Новозаводская улиц.,53 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Чайкиной,Д.33
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,11к,Фрунзе ул.,11 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Татищева б-р,здание 10
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,8 КВ-Л,Ст. Разина пр-кт.,Д.68
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Чайкиной,49 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,104 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,50 лет Октября б-р,25 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,17  кв.,Ул.40 лет Победы,40 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,12 кв.,Свердлова ул.,4 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,11к,Ст. Разина пр-кт.,85 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Победы ул.,72 дом
г.Тольятти,,4 дом,кв.15,Космонавтов б-р,Автозаводский микрор-н,Самарская обл.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,7 к.,Фрунзе ул.,27 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,7 к.,Буденого б-р.,14 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,12 кв.,Ул.Автостроителей,86 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Мурысева ул.,56А дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,здание 112
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,50 лет Октября б-р,26 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,12 кв.,Гая б-р.,14 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Гидротехническая ул.,17 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,Ул.70 лет Октября,47 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Баныкина,58 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Мурысева ул.,здание 58
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Шлютова улиц.,2 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ленина улиц.,71 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.4,Курчатова б-р,1 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,(нет),134 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Пархоменко,здание 44
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Ларина,Д.71
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Славы проезд,7 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Лесной 2-й проезд,здание 27
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Жилина,13 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.1,Свердлова ул.,37 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Молодежный проезд,42 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Яблоневый проезд,27 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Октябрьская улиц.,здание 9
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Механизаторов улиц.,здание 12
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,КВ.18,Офицерская ул.,9 д.
